Serving HTTP on 0.0.0.0 port 8899 (http://0.0.0.0:8899/) ...
127.0.0.1 - - [22/Sep/2026 14:50:53] "GET /img/1-2-050_Alolan_Sandshrew.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:55] "GET /img/1-2-035_Chimchar.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:50:55] "GET /img/2-1-029_Charcadet.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:51:02] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 14:51:02] "GET /img/4-050_Flygon.webp HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2026 14:51:02] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 14:51:02] "GET /img/4-046_Corviknight.webp HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2026 14:51:02] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 14:51:02] "GET /img/1-1-025_Zygarde.webp HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2026 14:51:02] "GET /img/support_ticket_3.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:51:02] "GET /img/support_ticket_1.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:51:02] "GET /img/support_ticket_2.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:51:02] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 14:51:02] "GET /img/4-049_Mimikyu.webp HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2026 14:51:02] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 14:51:02] "GET /img/dc2-030_Tangrowth.webp HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2026 14:51:02] "GET /img/support_ticket_5.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:51:02] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 14:51:02] "GET /img/gs4-018_Krookodile.webp HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2026 14:51:02] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 14:51:02] "GET /img/st1-005_Calyrex_Ice.webp HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2026 14:51:02] "GET /img/support_ticket_6.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:51:02] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 14:51:02] "GET /img/st1-006_Calyrex_Shadow.webp HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2026 14:51:02] "GET /img/support_ticket_8.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:51:02] "GET /img/support_ticket_10.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:51:02] "GET /img/support_ticket_9.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:51:02] "GET /img/1-2-027_Skeledirge.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:51:02] "GET /img/support_ticket_11.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:51:02] "GET /img/1-2-065_Mareanie.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:51:02] "GET /img/support_ticket_7.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:51:02] "GET /img/support_ticket_4.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:51:02] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 14:51:02] "GET /img/dc4-025_Nidoking.webp HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2026 14:51:02] "GET /img/1-2-064_Drifblim.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:51:02] "GET /img/support_ticket_12.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 14:59:03] "GET /sw.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 14:59:03] "GET /sw.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 14:59:05] "GET /img/1-2-061_Kadabra.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 19:48:03] "GET / HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 19:48:03] "GET /manifest.webmanifest HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 19:48:03] "GET /assets/style.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 19:48:03] "GET /assets/app.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 19:48:04] "GET /sw.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET / HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /data/roster.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /data/bosses.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /data/typechart.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /data/pool.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /index.html HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /icons/icon-512.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /icons/icon-192.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /img/1-2-015_Lucario.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /img/1-2-016_Torterra.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /img/1-2-008_Reshiram.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /img/1-2-002_Groudon.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /img/1-2-025_Drednaw.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /img/1-2-010_Kyurem.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /img/1-2-003_Koraidon.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /img/1-2-018_Empoleon.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /img/R-1-3_Snorlax.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /img/1-2-007_Gardevoir.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /img/1-2-009_Zekrom.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /img/1-2-020_Tyranitar.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /img/1-2-001_Kyogre.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /img/1-2-026_Meowscarada.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /img/1-2-021_Metagross.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /img/1-2-006_Kommo-o.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /img/1-2-018_Empoleon.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /img/1-2-016_Torterra.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /img/1-2-010_Kyurem.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /img/1-2-019_Alolan_Ninetales.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /img/1-1-002_Mew.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /img/1-2-022_Flapple.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /img/1-1-023_Inteleon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 19:48:05] "GET /img/1-2-023_Appletun.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 19:48:07] "GET /img/1-2-069_Gardevoir.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 19:48:10] "GET /img/2-2-031_Quaquaval.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 19:48:10] "GET /img/1-2-017_Infernape.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 19:48:10] "GET /img/1-2-036_Monferno.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 19:48:10] "GET /img/1-2-065_Mareanie.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:11:27] "GET /island/ HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:11:29] "GET /island/style.css HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:11:31] "GET /island/app.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:11:33] "GET /island/data/pokemon.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:11:35] "GET /island/data/enemies.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:11:37] "GET /island/sprites/mew.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:11:39] "GET /island/img/1-1-002_Mew.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:03] "GET /island/ HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:03] "GET /island/style.css HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:03] "GET /island/app.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:03] "GET /island/data/pokemon.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:03] "GET /island/data/enemies.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:03] "GET /island/sprites/mew.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:03] "GET /island/sprites/kyurem.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:03] "GET /island/sprites/gardevoir.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:03] "GET /island/sprites/lucario.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:03] "GET /island/sprites/alolan_ninetales.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:03] "GET /island/sprites/espeon.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:03] "GET /island/sprites/empoleon.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:03] "GET /island/sprites/sylveon.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:03] "GET /island/sprites/torterra.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:04] "GET /island/sprites/flapple.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:04] "GET /island/sprites/kadabra.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:04] "GET /island/sprites/sobble.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:04] "GET /island/sprites/onix.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:04] "GET /island/sprites/fuecoco.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:04] "GET /island/sprites/inteleon.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:04] "GET /island/sprites/kirlia.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:04] "GET /island/sprites/meowscarada.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:04] "GET /island/sprites/togedemaru.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:04] "GET /island/sprites/snorlax.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:04] "GET /island/sprites/bronzong.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:04] "GET /island/sprites/alolan_sandslash.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:04] "GET /island/sprites/pidgeot.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:04] "GET /island/sprites/jynx.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:04] "GET /island/sprites/drednaw.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:04] "GET /island/sprites/grookey.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:04] "GET /island/sprites/appletun.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:19:04] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 20:19:04] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2026 20:22:25] "GET /island/img/1-2-010_Kyurem.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:23:55] "GET /island/ HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:23:55] "GET /island/data/pokemon.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:23:56] "GET /island/sprites/kyurem.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:24:21] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 20:24:21] "GET /island/** HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2026 20:25:00] "GET /island/ HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:00] "GET /island/style.css HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:00] "GET /island/app.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:01] "GET /island/data/enemies.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:01] "GET /island/data/pokemon.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:01] "GET /island/sprites/sylveon.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:01] "GET /island/sprites/mew.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:01] "GET /island/sprites/gardevoir.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:01] "GET /island/sprites/alolan_ninetales.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:01] "GET /island/sprites/inteleon.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:01] "GET /island/sprites/torterra.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:01] "GET /island/sprites/empoleon.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:01] "GET /island/sprites/kyurem.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:01] "GET /island/sprites/lucario.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:01] "GET /island/sprites/meowscarada.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:01] "GET /island/sprites/sobble.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:01] "GET /island/sprites/appletun.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:01] "GET /island/sprites/onix.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:01] "GET /island/sprites/pidgeot.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:01] "GET /island/sprites/togedemaru.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:01] "GET /island/sprites/espeon.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:01] "GET /island/sprites/snorlax.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:01] "GET /island/sprites/bronzong.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:01] "GET /island/sprites/flapple.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:01] "GET /island/sprites/alolan_sandslash.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:01] "GET /island/sprites/fuecoco.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:01] "GET /island/sprites/kadabra.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:01] "GET /sw.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:01] "GET /island/sprites/drednaw.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:01] "GET /island/sprites/grookey.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:01] "GET /island/sprites/jynx.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:01] "GET /island/sprites/kirlia.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:02] "GET /assets/style.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:25:02] "GET /data/roster.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:02] "GET /manifest.webmanifest HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:25:02] "GET /data/pool.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:02] "GET /data/bosses.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:02] "GET / HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:25:02] "GET /data/typechart.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:02] "GET /index.html HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:25:02] "GET /assets/app.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:25:02] "GET /icons/icon-512.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:25:02] "GET /icons/icon-192.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:25:05] "GET /island/img/1-2-007_Gardevoir.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:09] "GET /island/img/1-2-023_Appletun.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:11] "GET /island/img/1-2-069_Gardevoir.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:25:16] "GET /island/img/1-2-015_Lucario.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:26:09] "GET /island/img/1-2-010_Kyurem.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:30:52] "GET /island/ HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:30:52] "GET /island/style.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:52] "GET /island/app.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:53] "GET /island/data/enemies.json HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:53] "GET /island/data/pokemon.json HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:53] "GET /sw.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:30:53] "GET /island/sprites/mew.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:53] "GET /island/sprites/inteleon.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:53] "GET /island/sprites/alolan_ninetales.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:53] "GET /island/sprites/appletun.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:53] "GET /island/sprites/alolan_sandslash.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:53] "GET /island/sprites/onix.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:53] "GET /island/sprites/sylveon.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:53] "GET /island/sprites/lucario.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:53] "GET /island/sprites/togedemaru.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:53] "GET /island/sprites/flapple.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:53] "GET /island/sprites/empoleon.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:53] "GET /island/sprites/meowscarada.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:53] "GET /island/sprites/gardevoir.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:53] "GET /island/sprites/kyurem.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:53] "GET /island/sprites/drednaw.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:53] "GET /island/sprites/bronzong.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:53] "GET /island/sprites/sobble.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:53] "GET /island/sprites/kirlia.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:53] "GET /island/sprites/kadabra.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:53] "GET /island/sprites/grookey.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:53] "GET /island/sprites/fuecoco.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:53] "GET /island/sprites/pidgeot.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:53] "GET /island/sprites/torterra.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:53] "GET /island/sprites/espeon.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:53] "GET /island/sprites/jynx.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:53] "GET /island/sprites/snorlax.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:30:57] "GET /island/img/1-2-025_Drednaw.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:43:38] "GET /island/ HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:43:38] "GET /island/style.css HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:43:38] "GET /island/app.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:43:38] "GET /island/data/enemies.json HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:43:38] "GET /island/data/pokemon.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:43:38] "GET /island/sprites/bronzong.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:43:39] "GET /island/sprites/appletun.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:43:39] "GET /island/sprites/sylveon.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:43:39] "GET /island/sprites/kirlia.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:43:39] "GET /island/sprites/meowscarada.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:43:39] "GET /island/sprites/alolan_ninetales.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:43:39] "GET /island/sprites/jynx.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:43:39] "GET /island/sprites/empoleon.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:43:39] "GET /island/sprites/onix.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:43:39] "GET /island/sprites/torterra.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:43:39] "GET /island/sprites/kadabra.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:43:55] "GET /island/sprites/mew.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:43:55] "GET /island/sprites/kyurem.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:43:55] "GET /island/sprites/lucario.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:43:55] "GET /island/sprites/gardevoir.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:43:55] "GET /island/sprites/flapple.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:43:55] "GET /island/sprites/espeon.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:43:55] "GET /island/sprites/inteleon.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:43:55] "GET /island/sprites/drednaw.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:43:55] "GET /island/sprites/snorlax.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:43:55] "GET /island/sprites/pidgeot.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 20:43:55] "GET /island/sprites/alolan_sandslash.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:43:55] "GET /island/sprites/togedemaru.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:43:55] "GET /island/sprites/fuecoco.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:43:55] "GET /island/sprites/grookey.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:43:55] "GET /island/sprites/sobble.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 20:44:58] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 20:44:58] "GET /island/** HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2026 21:18:55] "GET /island/ HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:18:56] "GET /island/style.css HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:18:56] "GET /island/app.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:18:56] "GET /island/data/pokemon.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:18:56] "GET /island/data/enemies.json HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:18:56] "GET /sw.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:18:57] "GET /island/sprites/grookey.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:18:57] "GET /island/sprites/alolan_ninetales.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:18:57] "GET /island/sprites/appletun.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:18:57] "GET /island/sprites/mew.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:18:57] "GET /island/sprites/espeon.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:18:57] "GET /island/sprites/bronzong.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:18:57] "GET /island/sprites/lucario.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:18:57] "GET /island/sprites/kirlia.gif HTTP/1.1" 200 -
